S.No,DNAPass AS Name,Subject coverage,Weighted Score
757,BNCH-Java-Jr-Java Jr Dev Test-grades,0.24,0.2114
758,BNCH-Java-Jr-Java Jr Dev Test-grades,0.44,0.4058
759,BNCH-Java-Jr-Java Jr Dev Test-grades,0.12,0.1353
760,BNCH-Java-Jr-Java Jr Dev Test-grades,0.24,0.1703
761,BNCH-Java-Jr-Java Jr Dev Test-grades,0.44,0.2911
762,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.2331
763,BNCH-Java-Jr-Java Jr Dev Test-grades,0.4,0.3321
764,BNCH-Java-Jr-Java Jr Dev Test-grades,0.36,0.3539
765,BNCH-Java-Jr-Java Jr Dev Test-grades,0.16,0.192
766,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.1147
767,BNCH-Java-Jr-Java Jr Dev Test-grades,0.28,0.2379
768,BNCH-Java-Jr-Java Jr Dev Test-grades,0.08,0.0688
769,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.1739
770,BNCH-Java-Jr-Java Jr Dev Test-grades,0.4,0.349
771,BNCH-Java-Jr-Java Jr Dev Test-grades,0.4,0.3659
772,BNCH-Java-Jr-Java Jr Dev Test-grades,0.48,0.4058
773,BNCH-Java-Jr-Java Jr Dev Test-grades,0.36,0.2899
774,BNCH-Java-Jr-Java Jr Dev Test-grades,0.24,0.1775
775,BNCH-Java-Jr-Java Jr Dev Test-grades,0.16,0.122
776,BNCH-Java-Jr-Java Jr Dev Test-grades,0.08,0.0725
777,BNCH-Java-Jr-Java Jr Dev Test-grades,0.16,0.1667
778,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.2295
779,BNCH-Java-Jr-Java Jr Dev Test-grades,0.24,0.2476
780,BNCH-Java-Jr-Java Jr Dev Test-grades,0.48,0.4481
781,BNCH-Java-Jr-Java Jr Dev Test-grades,0.28,0.3092
782,BNCH-Java-Jr-Java Jr Dev Test-grades,0.16,0.0821
783,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.1848
784,BNCH-Java-Jr-Java Jr Dev Test-grades,0.36,0.2995
785,BNCH-Java-Jr-Java Jr Dev Test-grades,0.16,0.151
786,BNCH-Java-Jr-Java Jr Dev Test-grades,0.28,0.1389
787,BNCH-Java-Jr-Java Jr Dev Test-grades,0.16,0.1099
788,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.2959
789,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.2174
790,BNCH-Java-Jr-Java Jr Dev Test-grades,0.36,0.3237
791,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.3213
792,BNCH-Java-Jr-Java Jr Dev Test-grades,0.24,0.1957
793,BNCH-Java-Jr-Java Jr Dev Test-grades,0.44,0.3249
794,BNCH-Java-Jr-Java Jr Dev Test-grades,0.36,0.3623
795,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.1643
796,BNCH-Java-Jr-Java Jr Dev Test-grades,0.28,0.2645
797,BNCH-Java-Jr-Java Jr Dev Test-grades,0.48,0.3756
798,BNCH-Java-Jr-Java Jr Dev Test-grades,0.12,0.1208
799,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.3104
800,BNCH-Java-Jr-Java Jr Dev Test-grades,0.52,0.4046
801,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.3454
802,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.1353
803,BNCH-Java-Jr-Java Jr Dev Test-grades,0,0
804,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.1594
805,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.1751
806,BNCH-Java-Jr-Java Jr Dev Test-grades,0.16,0.1123
807,BNCH-Java-Jr-Java Jr Dev Test-grades,0.04,0.0362
808,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.244
809,BNCH-Java-Jr-Java Jr Dev Test-grades,0.24,0.1667
810,BNCH-Java-Jr-Java Jr Dev Test-grades,0.24,0.163
811,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.1232
812,BNCH-Java-Jr-Java Jr Dev Test-grades,0.52,0.4662
813,BNCH-Java-Jr-Java Jr Dev Test-grades,0.16,0.1848
814,BNCH-Java-Jr-Java Jr Dev Test-grades,0.04,0.0012
815,BNCH-Java-Jr-Java Jr Dev Test-grades,0.16,0.1437
816,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.1787
817,BNCH-Java-Jr-Java Jr Dev Test-grades,0.12,0.1304
818,BNCH-Java-Jr-Java Jr Dev Test-grades,0,0
819,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.3043
820,BNCH-Java-Jr-Java Jr Dev Test-grades,0.28,0.2258
821,BNCH-Java-Jr-Java Jr Dev Test-grades,0.36,0.3804
822,BNCH-Java-Jr-Java Jr Dev Test-grades,0.24,0.192
823,BNCH-Java-Jr-Java Jr Dev Test-grades,0,0
824,BNCH-Java-Jr-Java Jr Dev Test-grades,0,0
825,BNCH-Java-Jr-Java Jr Dev Test-grades,0.24,0.1655
826,BNCH-Java-Jr-Java Jr Dev Test-grades,0,0
827,BNCH-Java-Jr-Java Jr Dev Test-grades,0.04,0.0072
828,BNCH-Java-Jr-Java Jr Dev Test-grades,0,0
829,BNCH-Java-Jr-Java Jr Dev Test-grades,0.24,0.1558
830,BNCH-Java-Jr-Java Jr Dev Test-grades,0.64,0.6292
831,BNCH-Java-Jr-Java Jr Dev Test-grades,0.12,0.0688
832,BNCH-Java-Jr-Java Jr Dev Test-grades,0.08,0.0833
833,BNCH-Java-Jr-Java Jr Dev Test-grades,0.12,0.1872
834,BNCH-Java-Jr-Java Jr Dev Test-grades,0.64,0.5761
835,BNCH-Java-Jr-Java Jr Dev Test-grades,0.28,0.2512
836,BNCH-Java-Jr-Java Jr Dev Test-grades,0.4,0.2838
837,BNCH-Java-Jr-Java Jr Dev Test-grades,0.08,0.1039
838,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.2053
839,BNCH-Java-Jr-Java Jr Dev Test-grades,0.28,0.1884
840,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.3321
841,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.3176
842,BNCH-Java-Jr-Java Jr Dev Test-grades,0.56,0.57
843,BNCH-Java-Jr-Java Jr Dev Test-grades,0.24,0.3116
844,BNCH-Java-Jr-Java Jr Dev Test-grades,0.16,0.279
845,BNCH-Java-Jr-Java Jr Dev Test-grades,0.28,0.2669
846,BNCH-Java-Jr-Java Jr Dev Test-grades,0.4,0.3068
847,BNCH-Java-Jr-Java Jr Dev Test-grades,0.56,0.3732
848,BNCH-Java-Jr-Java Jr Dev Test-grades,0.36,0.2947
849,BNCH-Java-Jr-Java Jr Dev Test-grades,0.44,0.4275
850,BNCH-Java-Jr-Java Jr Dev Test-grades,0.4,0.2971
851,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.3152
852,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.2693
853,BNCH-Java-Jr-Java Jr Dev Test-grades,0.6,0.4662
854,BNCH-Java-Jr-Java Jr Dev Test-grades,0.36,0.2488
855,BNCH-Java-Jr-Java Jr Dev Test-grades,0.28,0.2319
856,BNCH-Java-Jr-Java Jr Dev Test-grades,0.16,0.1002
857,BNCH-Java-Jr-Java Jr Dev Test-grades,0.52,0.4722
858,BNCH-Java-Jr-Java Jr Dev Test-grades,0.68,0.6184
859,BNCH-Java-Jr-Java Jr Dev Test-grades,0.56,0.5604
860,BNCH-Java-Jr-Java Jr Dev Test-grades,0.92,0.7971
861,BNCH-Java-Jr-Java Jr Dev Test-grades,0.72,0.6147
862,BNCH-Java-Jr-Java Jr Dev Test-grades,0,0
863,BNCH-Java-Jr-Java Jr Dev Test-grades,0.36,0.4384
864,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.2899
865,BNCH-Java-Jr-Java Jr Dev Test-grades,0.4,0.3877
866,BNCH-Java-Jr-Java Jr Dev Test-grades,0.48,0.4336
867,BNCH-Java-Jr-Java Jr Dev Test-grades,0.56,0.5217
868,BNCH-Java-Jr-Java Jr Dev Test-grades,0.68,0.5326
869,BNCH-Java-Jr-Java Jr Dev Test-grades,0.44,0.3478
870,BNCH-Java-Jr-Java Jr Dev Test-grades,0.4,0.2681
871,BNCH-Java-Jr-Java Jr Dev Test-grades,0.48,0.471
872,BNCH-Java-Jr-Java Jr Dev Test-grades,0.48,0.4251
873,BNCH-Java-Jr-Java Jr Dev Test-grades,0.28,0.1932
874,BNCH-Java-Jr-Java Jr Dev Test-grades,0.52,0.3756
875,BNCH-Java-Jr-Java Jr Dev Test-grades,0.68,0.6159
876,BNCH-Java-Jr-Java Jr Dev Test-grades,0.4,0.3587
877,BNCH-Java-Jr-Java Jr Dev Test-grades,0.44,0.413
878,BNCH-Java-Jr-Java Jr Dev Test-grades,0.12,0.1087
879,BNCH-Java-Jr-Java Jr Dev Test-grades,0.44,0.3539
880,BNCH-Java-Jr-Java Jr Dev Test-grades,0.52,0.4674
881,BNCH-Java-Jr-Java Jr Dev Test-grades,0.52,0.4807
882,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.3418
883,BNCH-Java-Jr-Java Jr Dev Test-grades,0,0
884,BNCH-Java-Jr-Java Jr Dev Test-grades,0.36,0.3188
885,BNCH-Java-Jr-Java Jr Dev Test-grades,0.04,0.0314
886,BNCH-Java-Jr-Java Jr Dev Test-grades,0.52,0.4432
887,BNCH-Java-Jr-Java Jr Dev Test-grades,0.6,0.5435
888,BNCH-Java-Jr-Java Jr Dev Test-grades,0.4,0.3213
889,BNCH-Java-Jr-Java Jr Dev Test-grades,0.44,0.4517
890,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.1957
891,BNCH-Java-Jr-Java Jr Dev Test-grades,0.24,0.2693
892,BNCH-Java-Jr-Java Jr Dev Test-grades,0.24,0.2983
893,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.2464
894,BNCH-Java-Jr-Java Jr Dev Test-grades,0.72,0.6377
895,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.1594
896,BNCH-Java-Jr-Java Jr Dev Test-grades,0,0.0145
897,BNCH-Java-Jr-Java Jr Dev Test-grades,0.64,0.6486
898,BNCH-Java-Jr-Java Jr Dev Test-grades,0.48,0.4807
899,BNCH-Java-Jr-Java Jr Dev Test-grades,0.56,0.4529
900,BNCH-Java-Jr-Java Jr Dev Test-grades,0.4,0.3225
901,BNCH-Java-Jr-Java Jr Dev Test-grades,0.64,0.6159
902,BNCH-Java-Jr-Java Jr Dev Test-grades,0.56,0.5169
903,BNCH-Java-Jr-Java Jr Dev Test-grades,0.12,0.1316
904,BNCH-Java-Jr-Java Jr Dev Test-grades,0,0
905,BNCH-Java-Jr-Java Jr Dev Test-grades,0.56,0.4239
906,BNCH-Java-Jr-Java Jr Dev Test-grades,0.4,0.3768
907,BNCH-Java-Jr-Java Jr Dev Test-grades,0.44,0.5
908,BNCH-Java-Jr-Java Jr Dev Test-grades,0.56,0.5471
909,BNCH-Java-Jr-Java Jr Dev Test-grades,0.64,0.6111
910,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.2742
911,BNCH-Java-Jr-Java Jr Dev Test-grades,0.72,0.6667
912,BNCH-Java-Jr-Java Jr Dev Test-grades,0.72,0.5592
913,BNCH-Java-Jr-Java Jr Dev Test-grades,0.44,0.3297
914,BNCH-Java-Jr-Java Jr Dev Test-grades,0.72,0.6715
915,BNCH-Java-Jr-Java Jr Dev Test-grades,0.56,0.4469
916,BNCH-Java-Jr-Java Jr Dev Test-grades,0.48,0.4396
917,BNCH-Java-Jr-Java Jr Dev Test-grades,0.28,0.2729
918,BNCH-Java-Jr-Java Jr Dev Test-grades,0.68,0.6715
919,BNCH-Java-Jr-Java Jr Dev Test-grades,0.72,0.7452
920,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.2162
921,BNCH-Java-Jr-Java Jr Dev Test-grades,0.64,0.628
922,BNCH-Java-Jr-Java Jr Dev Test-grades,0,0.029
923,BNCH-Java-Jr-Java Jr Dev Test-grades,0.28,0.2802
924,BNCH-Java-Jr-Java Jr Dev Test-grades,0.04,0.0688
925,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.3116
926,BNCH-Java-Jr-Java Jr Dev Test-grades,0.24,0.2234
927,BNCH-Java-Jr-Java Jr Dev Test-grades,0.36,0.3394
928,BNCH-Java-Jr-Java Jr Dev Test-grades,0,0
929,BNCH-Java-Jr-Java Jr Dev Test-grades,0.16,0.1691
930,BNCH-Java-Jr-Java Jr Dev Test-grades,0.48,0.4457
931,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.2886
932,BNCH-Java-Jr-Java Jr Dev Test-grades,0.52,0.4843
933,BNCH-Java-Jr-Java Jr Dev Test-grades,0.64,0.6208
934,BNCH-Java-Jr-Java Jr Dev Test-grades,0.28,0.2403
935,BNCH-Java-Jr-Java Jr Dev Test-grades,0,-0.0036
936,BNCH-Java-Jr-Java Jr Dev Test-grades,0.36,0.3188
937,BNCH-Java-Jr-Java Jr Dev Test-grades,0.16,0.2391
938,BNCH-Java-Jr-Java Jr Dev Test-grades,0.2,0.1812
939,BNCH-Java-Jr-Java Jr Dev Test-grades,0.04,0.0145
940,BNCH-Java-Jr-Java Jr Dev Test-grades,0.56,0.5761
941,BNCH-Java-Jr-Java Jr Dev Test-grades,0.48,0.4058
942,BNCH-Java-Jr-Java Jr Dev Test-grades,0.64,0.6703
943,BNCH-Java-Jr-Java Jr Dev Test-grades,0.28,0.2669
944,BNCH-Java-Jr-Java Jr Dev Test-grades,0.4,0.407
945,BNCH-Java-Jr-Java Jr Dev Test-grades,0.44,0.4746
946,BNCH-Java-Jr-Java Jr Dev Test-grades,0.56,0.5531
947,BNCH-Java-Jr-Java Jr Dev Test-grades,0.72,0.6522
948,BNCH-Java-Jr-Java Jr Dev Test-grades,0,0
949,BNCH-Java-Jr-Java Jr Dev Test-grades,0.6,0.6111
950,BNCH-Java-Jr-Java Jr Dev Test-grades,0.16,0.1594
951,BNCH-Java-Jr-Java Jr Dev Test-grades,0.72,0.7005
952,BNCH-Java-Jr-Java Jr Dev Test-grades,0.52,0.5254
953,BNCH-Java-Jr-Java Jr Dev Test-grades,0.72,0.7101
954,BNCH-Java-Jr-Java Jr Dev Test-grades,0,0
955,BNCH-Java-Jr-Java Jr Dev Test-grades,0.32,0.4022
956,BNCH-Java-Jr-Java Jr Dev Test-grades,0.4,0.3901
957,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7059,0.6064
958,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4118,0.4136
959,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.2353,0.1962
960,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5882,0.4795
961,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5882,0.5121
962,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5882,0.5244
963,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5294,0.4049
964,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4118,0.3749
965,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.6471,0.5569
966,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.2353,0.259
967,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.3529,0.2487
968,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4706,0.47
969,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4118,0.4331
970,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5882,0.6
971,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4706,0.4577
972,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.3529,0.2338
973,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.2353,0.2551
974,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5294,0.4723
975,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.6471,0.5364
976,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.3529,0.4446
977,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7059,0.5833
978,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7647,0.5946
979,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4706,0.4305
980,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.3529,0.3556
981,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.2941,0.2577
982,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4118,0.4203
983,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5294,0.4559
984,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4706,0.3408
985,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5294,0.4069
986,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4118,0.4062
987,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4706,0.4646
988,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4706,0.4621
989,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7647,0.5241
990,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7059,0.5459
991,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7059,0.6567
992,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.2941,0.271
993,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5882,0.4792
994,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.3529,0.4103
995,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4706,0.3564
996,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4706,0.3528
997,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.3529,0.4005
998,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5294,0.541
999,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7647,0.5815
1000,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4706,0.3492
1001,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.6471,0.6008
1002,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7059,0.6133
1003,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7647,0.7615
1004,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5882,0.5569
1005,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4118,0.3985
1006,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4706,0.4979
1007,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5882,0.6172
1008,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.2941,0.3005
1009,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7059,0.5462
1010,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.8824,0.7108
1011,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7059,0.6308
1012,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5294,0.34
1013,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7647,0.6787
1014,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5294,0.4292
1015,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7059,0.5785
1016,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.1765,0.1269
1017,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.2941,0.2462
1018,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7647,0.521
1019,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.6471,0.5654
1020,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5294,0.53
1021,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4706,0.4244
1022,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.8235,0.75
1023,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4706,0.4485
1024,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5294,0.3774
1025,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.2941,0.2846
1026,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.1176,0.1449
1027,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4118,0.3526
1028,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0,0.0456
1029,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4706,0.4762
1030,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7059,0.5821
1031,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.6471,0.4433
1032,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.1176,0.1577
1033,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.3529,0.2136
1034,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.6471,0.4356
1035,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.1176,0.1208
1036,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.6471,0.5269
1037,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.6471,0.4892
1038,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.3529,0.2846
1039,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.3529,0.3069
1040,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.2353,0.1687
1041,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4706,0.4974
1042,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.7647,0.5864
1043,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5882,0.58
1044,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.2353,0.1546
1045,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4118,0.2787
1046,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5882,0.5459
1047,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5294,0.4941
1048,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.0588,0.0915
1049,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0,0
1050,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.2941,0.2346
1051,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5294,0.401
1052,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4118,0.371
1053,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.2353,0.2628
1054,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.1176,0.1505
1055,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5294,0.4179
1056,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.1176,0.0985
1057,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.2353,0.3456
1058,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.1176,0.1005
1059,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5294,0.4103
1060,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.1176,0.1841
1061,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.1176,0.0641
1062,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4706,0.3851
1063,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.1765,0.1762
1064,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.5294,0.5251
1065,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.4118,0.379
1066,Oracle_Refresher_Post_Assessment-SQL_PLSQL_MCQs_Coding-grades,0.2353,0.2621
1067,Selenium AT_1-Automation Testing-grades,0,0
1068,Selenium AT_1-Automation Testing-grades,0.625,0.58
1069,Selenium AT_1-Automation Testing-grades,0.25,0.19
1070,Selenium AT_1-Automation Testing-grades,0.75,0.6217
1071,Selenium AT_1-Automation Testing-grades,0.375,0.415
1072,Selenium AT_1-Automation Testing-grades,0.125,0.1833
1073,Selenium AT_1-Automation Testing-grades,0.375,0.3883
1074,Selenium AT_1-Automation Testing-grades,0.75,0.5767
1075,Selenium AT_1-Automation Testing-grades,0.75,0.58
1076,Selenium AT_1-Automation Testing-grades,0.875,0.585
1077,Selenium AT_1-Automation Testing-grades,0.75,0.6
1078,Selenium AT_1-Automation Testing-grades,0.375,0.4233
1079,Selenium AT_1-Automation Testing-grades,0,0
1080,Selenium AT_1-Automation Testing-grades,0.125,0.2233
1081,Selenium AT_1-Automation Testing-grades,0.75,0.495
1082,Selenium AT_1-Automation Testing-grades,0.875,0.7817
1083,Selenium AT_1-Automation Testing-grades,0.75,0.6467
1084,Selenium AT_1-Automation Testing-grades,0.5,0.4483
1085,Selenium AT_1-Automation Testing-grades,0.875,0.6583
1086,Selenium AT_1-Automation Testing-grades,0.75,0.5733
1087,Selenium AT_1-Automation Testing-grades,0.5,0.3
1088,Selenium AT_1-Automation Testing-grades,0.375,0.405
1089,Selenium AT_1-Automation Testing-grades,0.875,0.665
1090,Selenium AT_1-Automation Testing-grades,1,0.66
1091,Selenium AT_1-Automation Testing-grades,0.75,0.5
1092,Selenium AT_1-Automation Testing-grades,0.75,0.5967
1093,Selenium AT_1-Automation Testing-grades,0.75,0.555
1094,Selenium AT_1-Automation Testing-grades,0.375,0.3167
1095,Selenium AT_1-Automation Testing-grades,0.75,0.73
